AccSpeciesID,TraitID,OrigValueStr,ValueKindName,StdValue
57,3106.0,52.86870588235294,Single,44.894352941176464
1285,14.0,1.0700740955021877,Species mean,10.700740955021878
1285,15.0,879.9584602754941,Species mean,1.2346933999124354
1285,40.0,49.062561191776226,Single,0.049062561191776224
1285,46.0,237.74514285714284,Single,0.554
1285,47.0,0.5256000000000001,Single,0.5256000000000001
1285,48.0,513.44063311,Single,0.51344063311
1285,50.0,2.5601054593384998,Single,2.5601054593384998
1285,51.0,0.33242491978245603,Single,0.33242491978245603
1285,53.0,14.017580885595633,Single,14.017580885595633
1285,55.0,74.48970449901094,Single,74.48970449901094
1285,56.0,9.418786188583862,Species mean,9.418786188583862
1285,58.0,0.00179512113365053,Single,0.00179512113365053
1285,572.0,413.09523809523796,Single,
1285,3106.0,4.2935,Single,2.9031000000000002
1285,3109.0,0.06,Single,6.0
1285,3112.0,0.0624855868185514,Site specific mean,6.24855868185514
1285,3113.0,2.6388285289395172,Site specific mean,263.8828528939517
1285,3115.0,35.7295,Single,3.57295
1285,3116.0,35.4813389233575,Single,3.54813389233575
1285,3117.0,105.40575545944489,Single,4.551648354239187
1285,3479.0,1.2334142857142858,,
1286,3106.0,5.4,Single,5.4
1286,3117.0,114.3,Single,11.43
4508,14.0,0.797677225,Species mean,7.97677225
4508,15.0,500.05,Species mean,1.0
4508,40.0,20.8065036,Single,0.0208065036
4508,46.0,132.132,Single,0.264
4508,50.0,2.52197635,Single,2.52197635
4508,53.0,6.5975,Single,6.5975
4508,56.0,8.0,Species mean,8.0
4508,3106.0,2.0,Single,2.0
4508,3117.0,36.4144878544888,Single,3.6414487854488797
4520,14.0,0.9,Single,9.0
4520,15.0,0.14,Single,1.4
4520,40.0,51.08,Single,0.05108
4520,50.0,2.5,Single,2.5
4520,51.0,0.38888,Single,0.38888
4520,53.0,14.1,Single,14.1
4520,3106.0,17.442933333333333,Single,2.9684000000000004
4520,3117.0,116.608934817926,Single,3.6016342225333333
5175,14.0,1.80375,Species mean,18.0375
5175,15.0,1125.1125,Species mean,2.25
5175,47.0,0.42225,Single,0.42225
5175,50.0,1.687612208,Single,1.687612208
5175,55.0,2.36293448677866,Single,2.36293448677866
5175,56.0,8.35555555577778,Species mean,8.35555555577778
5175,3106.0,1.4033333333333333,Single,1.4033333333333333
5175,3109.0,0.24,Single,24.0
5175,3112.0,0.245091705388047,Site specific mean,24.5091705388047
5175,3113.0,0.24654585269402352,Site specific mean,24.65458526940235
5175,3115.0,73.2972,Single,7.32972
5175,3117.0,123.33762042751948,Single,12.52725457200928
5219,3106.0,2.0,Single,0.6096
5251,14.0,1.4413569333333334,Single,14.413569333333333
5251,15.0,645.75837010865,Single,2.57878954765865
5251,40.0,41.18683818220386,Single,0.04118683818220385
5251,47.0,0.331585354161124,Mean,0.331585354161124
5251,50.0,2.4330660289565933,Single,2.4330660289565933
5251,51.0,0.43359434951456316,Single,0.43359434951456316
5251,53.0,5.835722515533945,Single,5.835722515533945
5251,55.0,0.08844239447332963,Single,11.327192394119106
5251,56.0,5.5412001172596,Single,5.5412001172596
5251,978.0,24.724916031945714,Single,24.724916031945714
5251,3106.0,30.35078181818182,Single,1.0014318181818183
5251,3109.0,0.8585253731343284,Single,85.85253731343283
5251,3112.0,0.295925,Site specific mean,29.5925
5251,3113.0,0.23456666666666667,Site specific mean,23.456666666666667
5251,3115.0,106.56861746222222,Single,9.744029375614488
5251,3116.0,58.8843655355589,Single,5.88843655355589
5251,3117.0,55.01797969634338,Single,10.555788267784253
11291,3106.0,4.2192,Single,2.1336
11292,14.0,1.3040157840000002,Species mean,13.040157840000001
11292,15.0,666.6999999999999,Species mean,1.0
11292,40.0,33.52064,Single,0.03352064
11292,50.0,6.17127556,Single,6.17127556
11292,53.0,17.16666668333335,Single,17.16666668333335
11292,56.0,13.699999999999998,Species mean,13.699999999999998
11292,3106.0,3.7039999999999997,Single,3.7039999999999997
11292,3117.0,20.643048986262727,Single,2.0643048986262724
11292,3479.0,0.81116,,
11293,14.0,1.5554723393020564,Single,15.554723393020565
11293,15.0,363.89305520915974,Species mean,1.1599107078804283
11293,40.0,100.34618426445999,Single,0.10034618426446
11293,46.0,164.64659999999998,Single,0.41100000000000003
11293,47.0,0.47075,Single,0.47075
11293,48.0,349.62856520867723,Single,0.5148071366372488
11293,50.0,3.527869314942154,Single,3.527869314942154
11293,51.0,0.247911699568793,Single,0.247911699568793
11293,53.0,22.838505982560633,Single,22.838505982560633
11293,55.0,29.193592640523498,Single,29.193592640523498
11293,56.0,16.4847267961854,Single,16.4847267961854
11293,58.0,0.0237501036373808,Single,0.0237501036373808
11293,3106.0,4.621538461538462,Single,3.445046153846154
11293,3109.0,0.95,Single,95.0
11293,3112.0,1.5034066128430306,Site specific mean,150.34066128430305
11293,3113.0,1.3212033064215154,Site specific mean,132.12033064215152
11293,3115.0,43.863800000000005,Single,4.38638
11293,3116.0,43.6515832240166,Single,4.36515832240166
11293,3117.0,95.61273444539691,Single,4.410200340552612
11293,3479.0,0.958808,,
11302,14.0,1.3066666666666666,Species mean,13.066666666666668
11302,15.0,1100.0733333333333,Species mean,1.8333333333333333
11302,46.0,320.32,Single,0.64
11302,56.0,7.939393939363637,Species mean,7.939393939363637
11302,572.0,129.406302036634,Single,
11302,3106.0,5.0,Single,2.5667999999999997
11302,3117.0,199.0720729650123,Single,2.7585586478525803
11315,14.0,1.86875,Species mean,18.6875
11315,15.0,405.04775,Species mean,0.8825000000000001
11315,40.0,79.768,Single,0.079768
11315,50.0,4.38559322,Single,4.38559322
11315,53.0,16.9,Single,16.9
11315,56.0,19.0446642104321,Species mean,19.0446642104321
11315,186.0,56.36842105,Single,56.36842105
11315,3106.0,4.539415384615385,Single,3.3629230769230767
11315,3117.0,41.013962264,Single,4.1013962264
11315,3479.0,1.0931966666666668,,
11329,14.0,2.47,Single,24.7
11329,3106.0,3.3605,Single,3.3605
11329,3117.0,111.31333333333333,Single,7.742989775051124
11865,978.0,9.301156359979865,Single,9.301156359979865
11865,3106.0,11.158240000000001,Single,5.87472
11865,3109.0,2.33,Single,233.0
20497,14.0,3.209566666666667,Single,32.095666666666666
20497,46.0,254.625,Single,0.254625
20497,47.0,110.38907305549967,Single,0.256567390862078
20497,53.0,20.0,Single,20.0
20497,55.0,0.053567644465290803,Single,53.567644465290805
20497,144.0,2.969,Single,29.69
20497,186.0,220.3157895,Single,220.3157895
20497,410.0,0.034,Single,0.034
20497,3106.0,11.65,Single,0.7072
20497,3110.0,7.9530760665151865,Single,795.3076066515187
20497,3112.0,9.1063,Site specific mean,910.63
20497,3113.0,9.1063,Site specific mean,910.63
20497,3114.0,5.095666666666667,Single,509.56666666666666
20497,3116.0,0.009019510452368477,Single,12.50496284166449
20497,3117.0,114.88710809646477,Single,11.488710809646477
20497,3120.0,218.2133229106091,Single,4.9228925648563635
21766,14.0,2.944,Single,29.44
21766,47.0,147.218440149057,Single,0.37919569417030996
21766,53.0,4.4,Single,4.4
21766,55.0,0.002242727272727274,Single,2.2427272727272736
21766,3106.0,1.9572,Single,0.9144
21766,3110.0,0.4711758560919113,Single,47.11758560919113
21766,3116.0,0.01007059223003663,Single,23.789988319833093
21766,3117.0,237.8998831949091,Single,23.78998831949091
21766,3120.0,124.74027805643637,Single,2.8141406729527274
35208,3106.0,4.130755555555556,Single,4.130755555555556
35208,3117.0,48.25,Single,4.825
35208,3479.0,0.7927375,,
42110,14.0,1.6455159783181819,Species mean,11.564887055909091
42110,15.0,1161.2187009803922,Species mean,1.1913627450980393
42110,40.0,110.0,Single,0.11
42110,46.0,723.3333333333334,Single,0.7233333333333333
42110,50.0,2.8646343075000003,Single,2.8646343075000003
42110,53.0,11.70239765,Single,14.40212765
42110,56.0,9.652999257419088,Species mean,9.652999257419088
42110,410.0,1.3052424676999999,Single,1.3052424676999999
42110,3106.0,22.764614545454545,Single,6.369974545454545
42110,3115.0,117.8,Single,11.78
42110,3117.0,43.84300632281017,Single,33.59597912430339
42168,14.0,1.3915800773404257,Single,12.828837524148936
42168,15.0,354.5880581360245,Single,0.9801232358622745
42168,40.0,34.12207516974197,Single,0.034122075169741965
42168,46.0,0.43416666666666665,Single,1.3738095238095238
42168,47.0,175.7290750500346,Single,0.48016909314625333
42168,48.0,216.75614544138122,Single,0.22711942271710084
42168,50.0,3.041043211243651,Single,3.041043211243651
42168,51.0,0.31765654176620484,Single,0.31765654176620484
42168,53.0,9.08424748336458,Single,9.742514983364579
42168,55.0,0.034267,Single,34.267
42168,56.0,9.076827390973309,Single,9.076827390973309
42168,144.0,11.6725,Single,116.725
42168,186.0,62.496,Single,62.496
42168,410.0,102.76659841933463,Single,102.76659841933463
42168,3106.0,37.00352753629508,Single,19.300692563617485
42168,3113.0,0.00014858620689655173,Single,148.58620689655172
42168,3114.0,1.7885000000000002,Single,178.85
42168,3115.0,10.417817777215099,Single,4.1119161378708355
42168,3116.0,33.9913883008419,Single,3.39913883008419
42168,3117.0,44.1476353837752,Single,4.897217915233518
42168,3120.0,82.61942648918121,Single,1.8638942615963792
45314,14.0,2.2520714285714285,Single,13.520714285714286
45314,15.0,995.0,Single,0.995
45314,40.0,209.07035296666666,Single,0.20907035296666668
45314,46.0,52.53688888883334,Single,0.25588888883333333
45314,47.0,0.55475,Single,0.55475
45314,48.0,623.83588328,Single,0.62383588328
45314,50.0,2.1252972573333335,Single,2.1252972573333335
45314,53.0,10.76023094,Single,10.76023094
45314,55.0,77.07710919511581,Single,154.9991091951158
45314,56.0,12.96060606060605,Single,12.96060606060605
45314,3106.0,21.325418181818183,Single,15.321418181818181
45314,3109.0,15.003014285714286,Single,1500.3014285714287
45314,3112.0,9.743134304353049,Site specific mean,974.313430435305
45314,3113.0,9.971567152176526,Site specific mean,997.1567152176525
45314,3115.0,58.47465296875,Single,10.224291834583068
45314,3117.0,74.50674039462034,Single,5.790179894645622
45346,14.0,1.04,Single,10.4
45346,15.0,870.0,Single,0.87
45346,46.0,109.6095,Single,0.219
45346,56.0,11.9540229885057,Single,11.9540229885057
45346,3106.0,29.15085714285714,Single,23.192
48133,14.0,1.85,Species mean,18.5
48133,15.0,1000.1,Species mean,2.0
48133,56.0,9.25,Species mean,9.25
48133,3106.0,1.2,Single,1.2
48133,3117.0,129.6,Single,12.96
48136,14.0,2.1303974033333333,Species mean,21.303974033333333
48136,15.0,1400.0925,Species mean,2.325
48136,40.0,182.5240435,Single,0.1825240435
48136,50.0,2.17213135,Single,2.17213135
48136,53.0,16.199530813662463,Single,16.199530813662463
48136,56.0,7.960424710357145,Species mean,7.960424710357145
48136,3106.0,7.728333333333333,Single,1.1283333333333332
48136,3117.0,100.20088637412921,Single,10.02008863741292
64468,3106.0,4.0,Single,1.2192
